-46.846625,-23.290421
-46.869908,-23.237067
-46.975005,-23.087037
-47.351919,-22.614533
-47.287182,-22.733476
-47.213143,-22.810504
-47.113263,-22.887725
-47.016071,-23.024024
-48.03915525679992,-25.17205497956666
-48.039155256799916,-24.80016538069999
-49.23232143919992,-24.42827578183332
-48.63573834799991,-24.42827578183332
-48.039155256799916,-24.42827578183332
-47.44257216559992,-24.42827578183332
-49.232321439199914,-24.056386182966644
-48.63573834799992,-24.056386182966648
-48.039155256799916,-24.056386182966644
-47.44257216559992,-24.056386182966644
-46.84598907439991,-24.056386182966648
-49.23232143919992,-23.684496584099975
-48.63573834799991,-23.684496584099975
-48.039155256799916,-23.684496584099975
-47.44257216559992,-23.684496584099975
-46.84598907439991,-23.68449658409998
-46.24940598319992,-23.684496584099975
-45.65282289199991,-23.68449658409998
-49.232321439199914,-23.312606985233302
-48.63573834799991,-23.312606985233302
-48.039155256799916,-23.312606985233298
-47.44257216559992,-23.312606985233302
-46.84598907439992,-23.312606985233302
-46.249405983199914,-23.312606985233302
-45.65282289199992,-23.312606985233305
-45.05623980079991,-23.312606985233302
-50.42548762159993,-22.940717386366625
-49.82890453039991,-22.94071738636663
-49.23232143919992,-22.94071738636663
-48.63573834799991,-22.94071738636663
-48.03915525679992,-22.94071738636663
-47.44257216559992,-22.94071738636663
-46.84598907439992,-22.94071738636663
-46.24940598319992,-22.940717386366625
-45.65282289199991,-22.94071738636663
-45.056239800799915,-22.94071738636663
-52.811819986399925,-22.56882778749996
-52.21523689519993,-22.56882778749996
-51.61865380399994,-22.56882778749996
-51.02207071279993,-22.56882778749996
-50.42548762159993,-22.56882778749996
-49.82890453039992,-22.56882778749996
-49.232321439199914,-22.56882778749996
-48.63573834799992,-22.56882778749996
-48.039155256799916,-22.56882778749996
-47.44257216559992,-22.56882778749996
-46.84598907439991,-22.56882778749996
-45.05623980079991,-22.568827787499956
-52.21523689519993,-22.196938188633286
-51.61865380399993,-22.19693818863329
-51.02207071279993,-22.196938188633286
-50.42548762159993,-22.196938188633283
-49.82890453039992,-22.196938188633286
-49.23232143919991,-22.196938188633286
-48.63573834799992,-22.196938188633286
-48.039155256799916,-22.196938188633286
-47.44257216559992,-22.19693818863329
-46.84598907439992,-22.196938188633286
-51.61865380399993,-21.825048589766613
-51.02207071279992,-21.825048589766613
-50.42548762159993,-21.82504858976661
-49.82890453039992,-21.825048589766613
-49.232321439199914,-21.825048589766613
-48.63573834799991,-21.825048589766613
-48.039155256799916,-21.82504858976661
-47.44257216559992,-21.825048589766613
-46.84598907439991,-21.825048589766613
-51.61865380399993,-21.453158990899947
-51.02207071279992,-21.453158990899944
-50.42548762159993,-21.453158990899944
-49.82890453039992,-21.453158990899947
-49.232321439199914,-21.453158990899944
-48.63573834799991,-21.453158990899947
-48.039155256799916,-21.453158990899947
-47.44257216559992,-21.453158990899947
-46.84598907439991,-21.453158990899947
-51.61865380399993,-21.081269392033274
-51.02207071279992,-21.08126939203327
-50.42548762159993,-21.08126939203327
-49.82890453039992,-21.08126939203327
-49.232321439199914,-21.08126939203327
-48.63573834799991,-21.08126939203327
-48.03915525679992,-21.08126939203327
-47.44257216559992,-21.08126939203327
-51.61865380399993,-20.709379793166597
-51.02207071279993,-20.7093797931666
-50.42548762159993,-20.709379793166597
-49.82890453039992,-20.7093797931666
-49.23232143919992,-20.7093797931666
-48.63573834799992,-20.709379793166597
-48.03915525679992,-20.709379793166597
-47.44257216559993,-20.709379793166597
-51.02207071279993,-20.337490194299928
-50.42548762159993,-20.337490194299924
-49.82890453039992,-20.337490194299924
-49.232321439199914,-20.337490194299924
-48.63573834799992,-20.337490194299924
-48.03915525679992,-20.337490194299924
-47.44257216559993,-20.337490194299924
-50.42548762159993,-19.96560059543325
-49.82890453039992,-19.965600595433255
